userId,rank,movieId,title,score
117,8,34450,Miracles - Mr. Canton and Lady Rose (1989),0.0
117,9,103235,"Best Offer, The (Migliore offerta, La) (2013)",0.0
117,10,92048,"Whistleblower, The (2010)",0.0
118,1,143255,Narcopolis (2014),0.0
118,2,901,Funny Face (1957),0.0
118,3,5929,"Party 2, The (Boum 2, La) (1982)",0.0
118,4,115667,"Love, Rosie (2014)",0.0
118,5,39446,Saw II (2005),0.0
118,6,44633,"Devil and Daniel Johnston, The (2005)",0.0
118,7,147328,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature (1979),0.0
118,8,173205,The Meyerowitz Stories (2017),0.0
118,9,3791,Footloose (1984),0.0
118,10,5502,Signs (2002),0.0
119,1,1399,Marvin's Room (1996),0.0
119,2,2282,Pecker (1998),0.0
119,3,5843,Toy Soldiers (1991),0.0
119,4,6390,Silk Stockings (1957),0.0
119,5,99574,Promised Land (2012),0.0
119,6,2025,Lolita (1997),0.0
119,7,7321,Twisted (2004),0.0
119,8,8861,Resident Evil: Apocalypse (2004),0.0
119,9,26681,Bullet in the Head (1990),0.0
119,10,62553,"Secret Life of Bees, The (2008)",0.0
120,1,1550,Trial and Error (1997),0.0
120,2,57183,Like Stars on Earth (Taare Zameen Par) (2007),0.0
120,3,1244,Manhattan (1979),0.0
120,4,190213,John From (2015),0.0
120,5,70334,Hannah Montana: The Movie (2009),0.0
120,6,171495,Cosmos,0.0
120,7,356,Forrest Gump (1994),0.0
120,8,4219,Girls Just Want to Have Fun (1985),0.0
120,9,7841,Children of Dune (2003),0.0
120,10,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0.0
121,1,146210,Blue Mountain State: The Rise of Thadland (2015),0.0
121,2,5849,I'm Starting From Three (Ricomincio da Tre) (1981),0.0
121,3,97470,Catch .44 (2011),0.0
121,4,81087,Luck by Chance (2009),0.0
121,5,131739,Batman vs. Robin (2015),0.0
121,6,56788,Charlie Wilson's War (2007),0.0
121,7,100810,Dark Skies (2013),0.0
121,8,4741,Together (Tillsammans) (2000),0.0
121,9,4298,Rififi (Du rififi chez les hommes) (1955),0.0
121,10,89118,"Skin I Live In, The (La piel que habito) (2011)",0.0
122,1,116977,Dumb and Dumber To (2014),0.0
122,2,2055,Hot Lead and Cold Feet (1978),0.0
122,3,1258,"Shining, The (1980)",0.0
122,4,4042,"Alamo, The (1960)",0.0
122,5,3514,Joe Gould's Secret (2000),0.0
122,6,4308,Moulin Rouge (2001),0.0
122,7,26599,"Law of Desire (Ley del deseo, La) (1987)",0.0
122,8,125914,Mortdecai (2015),0.0
122,9,1950,In the Heat of the Night (1967),0.0
122,10,136359,Scooby-Doo Goes Hollywood (1979),0.0
123,1,385,"Man of No Importance, A (1994)",0.0
123,2,97701,Paranormal Activity 4 (2012),0.0
123,3,48879,Catch a Fire (2006),0.0
123,4,1264,Diva (1981),0.0
123,5,4445,T-Rex: Back to the Cretaceous (1998),0.0
123,6,4502,Ernest Saves Christmas (1988),0.0
123,7,74530,Percy Jackson & the Olympians: The Lightning Thief (2010),0.0
123,8,2180,Torn Curtain (1966),0.0
123,9,84696,Burke and Hare (2010),0.0
123,10,105593,Filth (2013),0.0
124,1,8869,First Daughter (2004),0.0
124,2,1216,"Big Blue, The (Grand bleu, Le) (1988)",0.0
124,3,96691,Resident Evil: Retribution (2012),0.0
124,4,3392,She-Devil (1989),0.0
124,5,72624,Garage (2007),0.0
124,6,4338,Twelve O'Clock High (1949),0.0
124,7,5959,Narc (2002),0.0
124,8,5427,Caveman (1981),0.0
124,9,494,Executive Decision (1996),0.0
124,10,30816,"Phantom of the Opera, The (2004)",0.0
125,1,1085,"Old Man and the Sea, The (1958)",0.0
125,2,35807,"Teahouse of the August Moon, The (1956)",0.0
125,3,161594,Kingsglaive: Final Fantasy XV (2016),0.0
125,4,73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),0.0
125,5,45186,Mission: Impossible III (2006),0.0
125,6,5525,Mostly Martha (Bella Martha) (2001),0.0
125,7,1499,Anaconda (1997),0.0
125,8,76301,"Emperor's New Groove 2: Kronk's New Groove, The (2005)",0.0
125,9,2793,"American Werewolf in Paris, An (1997)",0.0
125,10,2656,Tarantula (1955),0.0
126,1,50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),0.0
126,2,177285,Sword Art Online The Movie: Ordinal Scale (2017),0.0
126,3,107013,"Christmas Carol, A (1977)",0.0
126,4,179511,Emerald Green (2016),0.0
126,5,1866,"Big Hit, The (1998)",0.0
126,6,2375,"Money Pit, The (1986)",0.0
126,7,6440,Barton Fink (1991),0.0
126,8,136503,Tom and Jerry: Shiver Me Whiskers (2006),0.0
126,9,2418,Nothing in Common (1986),0.0
126,10,5409,Rapid Fire (1992),0.0
127,1,8961,"Incredibles, The (2004)",0.0
127,2,50658,49 Up (2005),0.0
127,3,70,From Dusk Till Dawn (1996),0.0
127,4,71732,I Sell the Dead (2008),0.0
127,5,6873,Intolerable Cruelty (2003),0.0
127,6,74685,"Crazies, The (2010)",0.0
127,7,3276,Gun Shy (2000),0.0
127,8,151781,Ghost in the Shell: Solid State Society (2006),0.0
127,9,26547,Police Story (Ging chaat goo si) (1985),0.0
127,10,3774,House Party 2 (1991),0.0
128,1,3787,Shower (Xizao) (1999),0.0
128,2,3402,Turtle Diary (1985),0.0
128,3,32875,Holiday (Jour de fête) (1949),0.0
128,4,5863,Take This Job and Shove It (1981),0.0
128,5,1346,Cat People (1982),0.0
128,6,7072,Stagecoach (1939),0.0
128,7,4995,"Beautiful Mind, A (2001)",0.0
128,8,3422,She's Gotta Have It (1986),0.0
128,9,39446,Saw II (2005),0.0
128,10,79590,"Rebound, The (2009)",0.0
129,1,6535,"Legally Blonde 2: Red, White & Blonde (2003)",0.0
129,2,4873,Waking Life (2001),0.0
129,3,11,"American President, The (1995)",0.0
129,4,56274,Margot at the Wedding (2007),0.0
129,5,26564,'Round Midnight (1986),0.0
129,6,842,Tales from the Crypt Presents: Bordello of Blood (1996),0.0
129,7,104339,In a World... (2013),0.0
129,8,47518,Accepted (2006),0.0
129,9,4152,Vatel (2000),0.0
129,10,2144,Sixteen Candles (1984),0.0
130,1,6920,"Cercle Rouge, Le (Red Circle, The) (1970)",0.0
130,2,145080,Extraordinary Tales (2015),0.0
130,3,121253,The Town that Dreaded Sundown (2014),0.0
130,4,4506,Frantic (1988),0.0
130,5,103137,"Bling Ring, The (2013)",0.0
130,6,1249,"Femme Nikita, La (Nikita) (1990)",0.0
130,7,99992,Shadow Dancer (2012),0.0
130,8,757,Ashes of Time (Dung che sai duk) (1994),0.0
130,9,6947,Master and Commander: The Far Side of the World (2003),0.0
130,10,6816,Three O'Clock High (1987),0.0
131,1,5953,Devils on the Doorstep (Guizi lai le) (2000),0.0
131,2,1352,Albino Alligator (1996),0.0
131,3,2713,Lake Placid (1999),0.0
131,4,122906,Black Panther (2017),0.0
131,5,1010,"Love Bug, The (1969)",0.0
131,6,1805,Wild Things (1998),0.0
131,7,5784,Ghost Ship (2002),0.0
131,8,1287,Ben-Hur (1959),0.0
131,9,2332,Belly (1998),0.0
131,10,8092,Frankenstein Unbound (1990),0.0
132,1,142507,Pawn Sacrifice (2015),0.0
132,2,3576,"Hidden, The (1987)",0.0
132,3,4671,Sweetie (1989),0.0
132,4,40478,Night of the Lepus (1972),0.0
132,5,122906,Black Panther (2017),0.0
132,6,94160,Dante's Inferno: An Animated Epic (2010),0.0
132,7,6040,Darkness Falls (2003),0.0
132,8,4903,In the Bedroom (2001),0.0
132,9,2782,Pit and the Pendulum (1961),0.0
132,10,387,"Low Down Dirty Shame, A (1994)",0.0
133,1,78467,Jonah Hex (2010),0.0
133,2,162606,The Accountant (2016),0.0
133,3,96861,Taken 2 (2012),0.0
133,4,1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0.0
133,5,2609,"King of Masks, The (Bian Lian) (1996)",0.0
133,6,8239,Viridiana (1961),0.0
133,7,5617,Secretary (2002),0.0
133,8,106696,Frozen (2013),0.0
133,9,59440,Bella (2006),0.0
133,10,1615,"Edge, The (1997)",0.0
134,1,92475,All Watched Over by Machines of Loving Grace (2011),0.0
134,2,152711,Who Killed Chea Vichea? (2010),0.0
134,3,2267,Mortal Thoughts (1991),0.0
134,4,1151,Lesson Faust (1994),0.0
134,5,172461,Get Me Roger Stone (2017),0.0
134,6,140174,Room (2015),0.0
134,7,27266,2046 (2004),0.0
134,8,135777,Golmaal (2006),0.0
134,9,4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),0.0
134,10,93819,Absentia (2011),0.0
135,1,4470,Ariel (1988),0.0
135,2,174045,Goon: Last of the Enforcers (2017),0.0
135,3,3004,"Bachelor, The (1999)",0.0
135,4,7045,"Witches, The (1990)",0.0
135,5,31903,Zelary (2003),0.0
135,6,1833,Mercury Rising (1998),0.0
135,7,52712,"Invisible, The (2007)",0.0
135,8,91978,Man on a Ledge (2012),0.0
135,9,1399,Marvin's Room (1996),0.0
135,10,2693,Trekkies (1997),0.0
136,1,5451,Pumpkin (2002),0.0
136,2,93139,Mega Shark vs. Crocosaurus (2010),0.0
136,3,6217,"Safety of Objects, The (2001)",0.0
136,4,141004,Victor Frankenstein (2015),0.0
136,5,92535,Louis C.K.: Live at the Beacon Theater (2011),0.0
136,6,71462,"Cove, The (2009)",0.0
136,7,143410,Hyena Road,0.0
136,8,85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),0.0
136,9,45361,"American Haunting, An (2005)",0.0
136,10,5240,Running Scared (1980),0.0
137,1,5051,Italian for Beginners (Italiensk for begyndere) (2000),0.0
137,2,5239,Rude Boy (1980),0.0
137,3,4745,O (2001),0.0
137,4,1283,High Noon (1952),0.0
137,5,8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),0.0
137,6,929,Foreign Correspondent (1940),0.0
137,7,4679,Uncle Buck (1989),0.0
137,8,167732,A Street Cat Named Bob (2016),0.0
137,9,26122,Onibaba (1964),0.0
137,10,4300,Bread and Roses (2000),0.0
138,1,79428,Dinner for Schmucks (2010),0.0
138,2,167790,The Good Boy (2016),0.0
138,3,78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),0.0
138,4,3368,"Big Country, The (1958)",0.0
138,5,8450,Anthony Adverse (1936),0.0
138,6,141422,Suffragette (2015),0.0
138,7,98908,How to Make Love to a Woman (2010),0.0
138,8,2375,"Money Pit, The (1986)",0.0
138,9,26285,Dark Star (1974),0.0
138,10,8199,Ugetsu (Ugetsu monogatari) (1953),0.0
139,1,140133,Hollywood Chainsaw Hookers (1988),0.0
139,2,172547,Despicable Me 3 (2017),0.0
139,3,146309,The Boy and the Beast (2015),0.0
139,4,36931,New Police Story (Xin jing cha gu shi) (2004),0.0
139,5,27140,Candyman 3: Day of the Dead (1999),0.0
139,6,138798,Joe Dirt 2: Beautiful Loser (2015),0.0
139,7,425,Blue Sky (1994),0.0
139,8,1296,"Room with a View, A (1986)",0.0
139,9,49,When Night Is Falling (1995),0.0
139,10,56169,Awake (2007),0.0
140,1,91974,Underworld: Awakening (2012),0.0
140,2,68,French Twist (Gazon maudit) (1995),0.0
140,3,148238,A Very Murray Christmas (2015),0.0
140,4,2800,Little Nemo: Adventures in Slumberland (1992),0.0
140,5,7984,From Beyond (1986),0.0
140,6,6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",0.0
140,7,30850,"Merchant of Venice, The (2004)",0.0
140,8,7121,Adam's Rib (1949),0.0
140,9,120637,Blackhat (2015),0.0
140,10,4640,Brother (2000),0.0
141,1,6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),0.0
141,2,999,2 Days in the Valley (1996),0.0
141,3,2807,Universal Soldier: The Return (1999),0.0
141,4,7266,"Lost Skeleton of Cadavra, The (2002)",0.0
141,5,2003,Gremlins (1984),0.0
141,6,8611,"Farmer's Daughter, The (1947)",0.0
141,7,85885,Room in Rome (Habitación en Roma) (2010),0.0
141,8,3135,"Great Santini, The (1979)",0.0
141,9,164200,Storks (2016),0.0
141,10,165103,Keeping Up with the Joneses (2016),0.0
142,1,5345,Triumph of the Spirit (1989),0.0
142,2,7443,This So-Called Disaster (2003),0.0
142,3,5048,Snow Dogs (2002),0.0
142,4,1556,Speed 2: Cruise Control (1997),0.0
142,5,3196,Stalag 17 (1953),0.0
142,6,1327,"Amityville Horror, The (1979)",0.0
142,7,26471,Eddie Murphy Delirious (1983),0.0
142,8,95149,Superman/Batman: Public Enemies (2009),0.0
142,9,7027,Silverado (1985),0.0
142,10,45950,"Inconvenient Truth, An (2006)",0.0
143,1,90945,"Sign of Four, The (1987)",0.0
143,2,881,First Kid (1996),0.0
143,3,1507,Paradise Road (1997),0.0
143,4,2861,For Love of the Game (1999),0.0
143,5,117368,The Madagascar Penguins in a Christmas Caper (2005),0.0
143,6,102686,"Hangover Part III, The (2013)",0.0
143,7,62834,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),0.0
143,8,1660,Eve's Bayou (1997),0.0
143,9,3957,Billy Jack (1971),0.0
143,10,3700,"Brother from Another Planet, The (1984)",0.0
144,1,2205,Mr. & Mrs. Smith (1941),0.0
144,2,41527,Paradise Now (2005),0.0
144,3,27773,Old Boy (2003),0.0
144,4,1902,Dream for an Insomniac (1996),0.0
144,5,54785,Halloween (2007),0.0
144,6,90524,Abduction (2011),0.0
144,7,5171,"Time Machine, The (2002)",0.0
144,8,44004,Failure to Launch (2006),0.0
144,9,1544,"Lost World: Jurassic Park, The (1997)",0.0
144,10,59667,Nina's Heavenly Delights (2006),0.0
145,1,2425,"General, The (1998)",0.0
145,2,2587,Life (1999),0.0
145,3,1262,"Great Escape, The (1963)",0.0
145,4,5575,Alias Betty (Betty Fisher et autres histoires) (2001),0.0
145,5,26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),0.0
145,6,2460,"Texas Chainsaw Massacre 2, The (1986)",0.0
145,7,7713,Cat People (1942),0.0
145,8,4571,Bill & Ted's Excellent Adventure (1989),0.0
145,9,152173,Michael Jackson's Thriller (1983),0.0
145,10,7155,Calendar Girls (2003),0.0
146,1,44840,"Benchwarmers, The (2006)",0.0
146,2,118270,Hellbenders (2012),0.0
146,3,6033,Mystery Date (1991),0.0
146,4,113275,The Hundred-Foot Journey (2014),0.0
146,5,6078,Firefox (1982),0.0
146,6,2657,"Rocky Horror Picture Show, The (1975)",0.0
146,7,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),0.0
146,8,4873,Waking Life (2001),0.0
146,9,4800,King Solomon's Mines (1937),0.0
146,10,1752,Hard Rain (1998),0.0
147,1,145491,Our Lips Are Sealed (2000),0.0
147,2,80693,It's Kind of a Funny Story (2010),0.0
147,3,512,"Puppet Masters, The (1994)",0.0
147,4,129937,Run All Night (2015),0.0
147,5,5308,Three Men and a Baby (1987),0.0
147,6,4068,Sugar & Spice (2001),0.0
147,7,8813,We Don't Live Here Anymore (2004),0.0
147,8,8024,"Thing Called Love, The (1993)",0.0
147,9,3953,Dr. T and the Women (2000),0.0
147,10,102590,Darkon (2006),0.0
148,1,5419,Scooby-Doo (2002),0.0
148,2,26464,Blue Thunder (1983),0.0
148,3,62956,Futurama: Bender's Game (2008),0.0
148,4,179427,Dane Cook: Troublemaker (2014),0.0
148,5,113159,Life After Beth (2014),0.0
148,6,6315,Wildcats (1986),0.0
148,7,135536,Suicide Squad (2016),0.0
148,8,90376,We Need to Talk About Kevin (2011),0.0
148,9,885,Bogus (1996),0.0
148,10,8454,Luna Papa (1999),0.0
149,1,1244,Manhattan (1979),0.0
149,2,100302,Upside Down (2012),0.0
149,3,2616,Dick Tracy (1990),0.0
149,4,1699,"Butcher Boy, The (1997)",0.0
149,5,64116,Igor (2008),0.0
149,6,2644,Dracula (1931),0.0
149,7,112290,Boyhood (2014),0.0
149,8,55245,Good Luck Chuck (2007),0.0
149,9,8765,This Gun for Hire (1942),0.0
149,10,163937,Blair Witch (2016),0.0
150,1,168350,100 Streets (2016),0.0
150,2,164707,Go Figure (2005),0.0
150,3,91126,War Horse (2011),0.0
150,4,3941,Sorority House Massacre (1986),0.0
150,5,8784,Garden State (2004),0.0
150,6,8836,Wicker Park (2004),0.0
150,7,6246,Talent for the Game (1991),0.0
150,8,5303,Joe Versus the Volcano (1990),0.0
150,9,128360,The Hateful Eight (2015),0.0
150,10,2813,"Source, The (1999)",0.0
151,1,1533,"Promise, The (La promesse) (1996)",0.0
151,2,1216,"Big Blue, The (Grand bleu, Le) (1988)",0.0
151,3,86880,Pirates of the Caribbean: On Stranger Tides (2011),0.0
151,4,6410,Car Wash (1976),0.0
151,5,1041,Secrets & Lies (1996),0.0
151,6,2574,"Out-of-Towners, The (1999)",0.0
151,7,69526,Transformers: Revenge of the Fallen (2009),0.0
151,8,26704,State of Grace (1990),0.0
151,9,69720,Hood of Horror (2006),0.0
151,10,5400,"Sum of All Fears, The (2002)",0.0
152,1,2847,Only Angels Have Wings (1939),0.0
152,2,7789,"11'09""01 - September 11 (2002)",0.0
152,3,170817,Snatched (2017),0.0
152,4,5197,Little Darlings (1980),0.0
152,5,52435,How the Grinch Stole Christmas! (1966),0.0
152,6,146024,A Man from Boulevard des Capucines (1987),0.0
152,7,96563,Paradise Lost 3: Purgatory (2011),0.0
152,8,3697,Predator 2 (1990),0.0
152,9,2683,Austin Powers: The Spy Who Shagged Me (1999),0.0
152,10,113374,"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",0.0
153,1,1980,Friday the 13th Part VII: The New Blood (1988),0.0
153,2,51024,The Odyssey (1997),0.0
153,3,41712,"Room for Romeo Brass, A (1999)",0.0
153,4,1982,Halloween (1978),0.0
153,5,26542,Ewoks: The Battle for Endor (1985),0.0
153,6,3417,"Crimson Pirate, The (1952)",0.0
153,7,134214,Youth (2015),0.0
153,8,4857,Fiddler on the Roof (1971),0.0
153,9,2538,Dancemaker (1998),0.0
153,10,8529,"Terminal, The (2004)",0.0
154,1,6210,Volcano High (Whasango) (2001),0.0
154,2,6811,PCU (1994),0.0
154,3,1649,"Fast, Cheap & Out of Control (1997)",0.0
154,4,2919,"Year of Living Dangerously, The (1982)",0.0
154,5,152970,Hunt for the Wilderpeople (2016),0.0
154,6,1175,Delicatessen (1991),0.0
154,7,4595,Fat Man and Little Boy (1989),0.0
154,8,1415,"Thieves (Voleurs, Les) (1996)",0.0
154,9,5575,Alias Betty (Betty Fisher et autres histoires) (2001),0.0
154,10,39381,"Proposition, The (2005)",0.0
155,1,2422,"Karate Kid, Part III, The (1989)",0.0
155,2,94503,"Decoy Bride, The (2011)",0.0
155,3,38061,Kiss Kiss Bang Bang (2005),0.0
155,4,50003,DOA: Dead or Alive (2006),0.0
155,5,55071,No End in Sight (2007),0.0
155,6,2298,Strangeland (1998),0.0
155,7,4238,Along Came a Spider (2001),0.0
155,8,2985,RoboCop (1987),0.0
155,9,2134,Weird Science (1985),0.0
155,10,6214,Irreversible (Irréversible) (2002),0.0
156,1,8239,Viridiana (1961),0.0
156,2,6582,Remo Williams: The Adventure Begins (1985),0.0
156,3,366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",0.0
156,4,33435,Los Angeles Plays Itself (2003),0.0
156,5,8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),0.0
156,6,7843,Lammbock (2001),0.0
156,7,147380,Doctor Who: The Next Doctor (2008),0.0
156,8,8920,"Country Girl, The (1954)",0.0
156,9,1552,Con Air (1997),0.0
156,10,3925,Stranger Than Paradise (1984),0.0
157,1,573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",0.0
157,2,45658,On a Clear Day (2005),0.0
157,3,173355,Travels of an Ant (1983),0.0
157,4,32294,Milk and Honey (2003),0.0
157,5,3108,"Fisher King, The (1991)",0.0
157,6,31424,Alone in the Dark (2005),0.0
157,7,34520,"Dukes of Hazzard, The (2005)",0.0
157,8,2961,"Story of Us, The (1999)",0.0
157,9,68205,Crank: High Voltage (2009),0.0
157,10,71484,Metropia (2009),0.0
158,1,97328,Liberal Arts (2012),0.0
158,2,68194,"Damned United, The (2009)",0.0
158,3,74948,Harry Brown (2009),0.0
158,4,87194,The Way (2010),0.0
158,5,6568,Camp (2003),0.0
158,6,2504,200 Cigarettes (1999),0.0
158,7,48416,School for Scoundrels (2006),0.0
158,8,130444,Ruby Red (2013),0.0
158,9,6016,City of God (Cidade de Deus) (2002),0.0
158,10,45672,Click (2006),0.0
159,1,32296,Miss Congeniality 2: Armed and Fabulous (2005),0.0
159,2,7394,Those Magnificent Men in Their Flying Machines (1965),0.0
159,3,5961,Blue Steel (1990),0.0
159,4,62299,Alone in the Dark II (2008),0.0
159,5,161131,War Dogs (2016),0.0
159,6,4953,"People That Time Forgot, The (1977)",0.0
159,7,95311,Presto (2008),0.0
159,8,4969,And Then There Were None (1945),0.0
159,9,43549,Helter Skelter (2004),0.0
159,10,141928,Bloodsucking Bastards (2015),0.0
160,1,5680,Auto Focus (2002),0.0
160,2,74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),0.0
160,3,5477,Sex and Lucia (Lucía y el sexo) (2001),0.0
160,4,79536,Hellsinki (Rööperi) (2009),0.0
160,5,47382,Step Up (2006),0.0
160,6,128520,The Wedding Ringer (2015),0.0
160,7,3247,Sister Act (1992),0.0
160,8,1950,In the Heat of the Night (1967),0.0
160,9,1655,Phantoms (1998),0.0
160,10,2886,"Adventures of Elmo in Grouchland, The (1999)",0.0
161,1,64034,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",0.0
161,2,117877,The Rabbi's Cat (Le chat du rabbin) (2011),0.0
161,3,5428,Cheech & Chong's The Corsican Brothers (1984),0.0
161,4,8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",0.0
161,5,80549,Easy A (2010),0.0
161,6,2468,Jumpin' Jack Flash (1986),0.0
161,7,4334,Yi Yi (2000),0.0
161,8,70361,12 Rounds (2009),0.0
161,9,3813,Interiors (1978),0.0
161,10,2240,My Bodyguard (1980),0.0
162,1,99910,"Last Stand, The (2013)",0.0
162,2,8961,"Incredibles, The (2004)",0.0
162,3,2007,Polish Wedding (1998),0.0
162,4,63479,Sex Drive (2008),0.0
162,5,4047,Gettysburg (1993),0.0
162,6,1685,"I Love You, I Love You Not (1996)",0.0
162,7,3257,"Bodyguard, The (1992)",0.0
162,8,62836,Babylon 5: The Lost Tales - Voices in the Dark (2007),0.0
162,9,5218,Ice Age (2002),0.0
162,10,3598,Hamlet (2000),0.0
163,1,3127,Holy Smoke (1999),0.0
163,2,2694,Big Daddy (1999),0.0
163,3,4496,D.O.A. (1988),0.0
163,4,96917,House at the End of the Street (2012),0.0
163,5,6407,"Walk, Don't Run (1966)",0.0
163,6,2384,Babe: Pig in the City (1998),0.0
163,7,4821,Joy Ride (2001),0.0
163,8,2330,Hands on a Hard Body (1996),0.0
163,9,3635,"Spy Who Loved Me, The (1977)",0.0
163,10,6266,What a Girl Wants (2003),0.0
164,1,3577,Two Moon Junction (1988),0.0
164,2,169,Free Willy 2: The Adventure Home (1995),0.0
164,3,61348,Disaster Movie (2008),0.0
164,4,6270,Akira Kurosawa's Dreams (Dreams) (1990),0.0
164,5,4129,Made in Heaven (1987),0.0
164,6,1718,Stranger in the House (1997),0.0
164,7,109850,Need for Speed (2014),0.0
164,8,2404,Rambo III (1988),0.0
164,9,3983,You Can Count on Me (2000),0.0
164,10,4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",0.0
165,1,37475,"Unfinished Life, An (2005)",0.0
165,2,47646,Idlewild (2006),0.0
165,3,43914,Winter Passing (2005),0.0
165,4,112175,How to Train Your Dragon 2 (2014),0.0
165,5,6887,Radio (2003),0.0
165,6,267,Major Payne (1995),0.0
165,7,190209,Jeff Ross Roasts the Border (2017),0.0
165,8,42018,Mrs. Henderson Presents (2005),0.0
165,9,122092,Guy X (2005),0.0
165,10,6330,People I Know (2002),0.0
166,1,7005,King Ralph (1991),0.0
166,2,27773,Old Boy (2003),0.0
166,3,7263,Miracle (2004),0.0
166,4,26810,Bad Boy Bubby (1993),0.0
166,5,6867,"Station Agent, The (2003)",0.0
166,6,186,Nine Months (1995),0.0
166,7,6563,Masked & Anonymous (2003),0.0
166,8,5675,Swept Away (2002),0.0
166,9,82378,All Good Things (2010),0.0
166,10,7222,Reefer Madness (a.k.a. Tell Your Children) (1938),0.0
167,1,1594,In the Company of Men (1997),0.0
167,2,911,Charade (1963),0.0
167,3,122892,Avengers: Age of Ultron (2015),0.0
167,4,84952,Confessions (Kokuhaku) (2010),0.0
167,5,2152,Air Bud: Golden Receiver (1998),0.0
167,6,55020,"Ten, The (2007)",0.0
167,7,4191,Alfie (1966),0.0
167,8,114627,Angel's Egg (Tenshi no tamago) (1985),0.0
167,9,184015,When We First Met (2018),0.0
167,10,105720,"Thief of Paris, The (Le voleur) (1967)",0.0
168,1,2272,One True Thing (1998),0.0
168,2,183611,Game Night (2018),0.0
168,3,3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",0.0
168,4,37739,"Greatest Game Ever Played, The (2005)",0.0
168,5,75947,Mondo Cane (1962),0.0
168,6,26082,Harakiri (Seppuku) (1962),0.0
168,7,2567,EDtv (1999),0.0
168,8,2940,Gilda (1946),0.0
168,9,2836,Outside Providence (1999),0.0
168,10,4613,K-9 (1989),0.0
169,1,135803,Five Element Ninjas (1982),0.0
169,2,2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),0.0
169,3,55872,August Rush (2007),0.0
169,4,139644,Sicario (2015),0.0
169,5,172591,The Godfather Trilogy: 1972-1990 (1992),0.0
169,6,96110,"Campaign, The (2012)",0.0
169,7,3000,Princess Mononoke (Mononoke-hime) (1997),0.0
169,8,74688,Dear John (2010),0.0
169,9,2553,Village of the Damned (1960),0.0
169,10,3539,"Filth and the Fury, The (2000)",0.0
170,1,3654,"Guns of Navarone, The (1961)",0.0
170,2,26322,Gone in 60 Seconds (1974),0.0
170,3,62,Mr. Holland's Opus (1995),0.0
170,4,4568,Best of the Best (1989),0.0
170,5,61246,Hamlet 2 (2008),0.0
170,6,176371,Blade Runner 2049 (2017),0.0
170,7,3496,Madame Sousatzka (1988),0.0
170,8,6182,"Thrill of It All, The (1963)",0.0
170,9,6111,Paradise (1982),0.0
170,10,163985,ARQ (2016),0.0
171,1,118270,Hellbenders (2012),0.0
171,2,451,Flesh and Bone (1993),0.0
171,3,103249,World War Z (2013),0.0
171,4,4920,"Now, Voyager (1942)",0.0
171,5,26901,Last of the Dogmen (1995),0.0
171,6,26974,Gummo (1997),0.0
171,7,52,Mighty Aphrodite (1995),0.0
171,8,183635,Maze Runner: The Death Cure (2018),0.0
171,9,2841,Stir of Echoes (1999),0.0
171,10,55805,Before the Devil Knows You're Dead (2007),0.0
172,1,5424,Harvard Man (2001),0.0
172,2,4477,Big Top Pee-Wee (1988),0.0
172,3,2281,Monument Ave. (1998),0.0
172,4,26444,"Hitch Hikers Guide to the Galaxy, The (1981)",0.0
172,5,74791,"Town Called Panic, A (Panique au village) (2009)",0.0
172,6,2463,Ruthless People (1986),0.0
172,7,3073,"Sandpiper, The (1965)",0.0
172,8,2544,"School of Flesh, The (École de la chair, L') (1998)",0.0
172,9,2068,Fanny and Alexander (Fanny och Alexander) (1982),0.0
172,10,4987,Spacehunter: Adventures in the Forbidden Zone (1983),0.0
173,1,2167,Blade (1998),0.0
173,2,49651,Rocky Balboa (2006),0.0
173,3,5685,Real Women Have Curves (2002),0.0
173,4,173963,Empties (2007),0.0
173,5,139644,Sicario (2015),0.0
